,B01003_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B01001I_001E,B09020_001E,B15003_002E,B15003_017E,B15003_022E,B15003_023E,B15003_025E,B17001_002E,B27001_002E,B27001_030E,NAME,state,place
16274,3248,24,101,81,69,75,50,38,107,70,70,124,93,2298,282,0,568,0,18,142,902,38,343,653,444,141,46,1552,1696,"Saddle River borough, New Jersey",34,65400
16275,4877,48,105,51,51,9,7,32,94,89,48,27,89,1584,2811,7,15,0,91,526,650,85,1330,216,58,13,2253,2119,2758,"Salem city, New Jersey",34,65490
16276,44744,530,645,602,429,187,277,539,508,838,676,360,563,30097,5792,23,7181,33,671,5554,6154,339,9210,6966,2756,128,2773,21773,22836,"Sayreville borough, New Jersey",34,65790
16277,1304,23,26,41,26,5,13,3,19,49,6,15,11,1223,31,0,12,0,17,44,237,0,147,410,198,16,134,717,587,"Sea Bright borough, New Jersey",34,66240
16278,2363,37,18,32,0,0,0,14,19,14,27,0,18,992,352,0,12,0,0,437,179,0,425,153,36,0,944,1049,1314,"Seabrook Farms CDP, New Jersey",34,66300
16279,1714,57,46,28,56,34,27,31,62,75,93,45,64,1710,3,0,1,0,0,41,618,0,184,527,321,34,57,862,852,"Sea Girt borough, New Jersey",34,66330
16280,1971,57,99,76,95,34,25,63,113,109,83,64,37,1950,1,0,17,0,0,14,855,6,443,425,203,14,151,944,1027,"Sea Isle City city, New Jersey",34,66390
16281,2894,58,15,1,17,14,0,0,16,14,58,0,24,2089,75,0,66,91,573,970,217,0,451,242,0,12,704,1285,1609,"Seaside Heights borough, New Jersey",34,66450
16282,1566,28,56,85,22,42,18,33,32,70,88,52,44,1532,15,0,4,0,5,5,570,0,398,397,150,9,130,673,893,"Seaside Park borough, New Jersey",34,66480
16283,19279,182,144,430,179,167,293,265,227,417,271,299,317,11851,590,79,5796,4,470,3254,3191,237,3163,3998,2102,195,1276,9109,9734,"Secaucus town, New Jersey",34,66570
16284,2437,38,56,46,26,10,4,51,34,36,33,16,19,1996,241,0,143,0,23,415,369,13,555,449,151,30,95,1085,1342,"Sewaren CDP, New Jersey",34,66720
16285,3967,70,77,68,56,16,35,86,63,87,25,34,59,3727,63,0,36,10,0,129,676,16,843,813,213,16,221,2032,1935,"Shark River Hills CDP, New Jersey",34,66840
16286,450,0,6,4,19,8,0,7,9,8,18,12,0,417,0,12,8,0,0,12,91,1,139,22,15,0,44,207,243,"Shiloh borough, New Jersey",34,67020
16287,984,32,20,63,38,23,13,32,40,49,33,31,9,953,16,0,8,0,0,11,383,0,187,237,123,17,45,465,519,"Ship Bottom borough, New Jersey",34,67110
16288,13092,115,164,228,101,55,83,125,180,223,121,98,165,9592,33,0,2890,0,283,481,1658,41,335,2818,2514,750,157,6594,6498,"Short Hills CDP, New Jersey",34,67320
16289,4051,94,108,55,58,19,30,130,59,64,71,49,123,3927,24,0,64,0,0,72,860,0,486,1139,369,32,42,1763,2173,"Shrewsbury borough, New Jersey",34,67350
16290,3914,48,9,195,31,52,0,72,16,56,51,30,17,2143,519,0,480,0,465,1859,577,61,924,385,141,0,738,2069,1845,"Silver Lake CDP (Essex County), New Jersey",34,67590
16291,292,8,6,8,3,4,3,0,0,3,4,3,0,292,0,0,0,0,0,3,42,0,80,46,12,0,16,174,118,"Silver Lake CDP (Warren County), New Jersey",34,67650
16292,1287,36,36,116,60,64,45,76,44,78,117,34,98,1270,0,0,0,0,0,39,804,0,530,90,58,0,87,582,705,"Silver Ridge CDP, New Jersey",34,67665
16293,4479,0,53,117,27,0,0,50,142,66,125,33,110,3900,38,0,336,0,116,753,723,33,1284,684,252,26,578,2067,2412,"Singac CDP, New Jersey",34,67770
16294,2669,26,44,17,27,19,0,0,26,56,52,19,20,805,662,0,968,0,98,294,306,43,114,738,277,113,53,1283,1386,"Six Mile Run CDP, New Jersey",34,67820
16295,286,10,0,0,9,10,0,0,11,9,0,10,10,227,0,0,59,0,0,12,69,0,30,64,27,20,0,132,154,"Skillman CDP, New Jersey",34,67860
16296,7340,195,197,304,105,157,43,191,259,315,221,141,98,5351,1233,31,415,0,114,343,2226,40,1690,987,597,98,428,3139,4173,"Smithville CDP, New Jersey",34,68190
16297,3768,37,66,36,21,28,10,51,32,30,24,5,8,1316,574,8,1744,0,26,371,348,6,296,807,639,52,447,1738,2030,"Society Hill CDP, New Jersey",34,68304
16298,5417,44,118,77,39,35,64,55,125,143,48,69,69,3402,1236,0,240,0,327,695,886,33,1476,692,237,8,551,2621,2796,"Somerdale borough, New Jersey",34,68340
16299,24779,300,288,317,287,151,109,304,310,319,437,323,531,11020,8129,48,4661,12,205,2815,3676,244,3768,4968,2869,389,1151,11596,12617,"Somerset CDP, New Jersey",34,68370
16300,10644,129,143,188,95,135,67,182,187,263,188,86,141,8237,1469,8,604,0,134,1139,1804,96,2385,1332,343,57,1432,4720,5852,"Somers Point city, New Jersey",34,68430
16301,12234,80,126,137,67,61,86,125,126,199,213,153,228,8696,1174,10,1375,0,659,2664,1601,221,2210,2248,762,129,632,5944,6050,"Somerville borough, New Jersey",34,68460
16302,8811,93,129,155,108,56,96,195,120,159,173,63,126,7764,524,0,328,0,82,1211,1473,55,1905,1162,536,17,856,4568,4243,"South Amboy city, New Jersey",34,68550
16303,4606,46,41,31,35,48,6,31,36,75,32,27,23,3135,382,0,566,0,253,1535,431,65,1280,520,157,6,202,2170,2436,"South Bound Brook borough, New Jersey",34,68730
16304,24154,307,394,409,207,167,171,419,326,357,315,240,417,14952,2696,0,4076,0,1814,3988,3729,328,5082,3860,1778,239,865,11964,11959,"South Plainfield borough, New Jersey",34,69390
16305,16345,167,91,309,127,165,133,169,215,197,143,161,262,13393,1033,17,660,80,595,3954,2139,288,3459,1689,667,107,1586,8452,7893,"South River borough, New Jersey",34,69420
16306,3741,5,18,17,35,40,3,31,51,27,18,48,9,2151,709,3,30,0,300,1100,302,28,795,162,29,1,710,1823,1918,"South Toms River borough, New Jersey",34,69510
16307,8443,63,128,144,84,96,104,150,168,133,219,166,196,7708,286,15,239,0,71,911,1651,89,2065,1153,337,60,561,4145,4298,"Spotswood borough, New Jersey",34,69810
16308,13916,133,212,396,268,139,168,245,281,285,295,173,235,10740,685,6,2049,0,167,407,2830,66,1096,3270,1773,577,371,6902,6787,"Springdale CDP, New Jersey",34,69900
16309,2980,61,63,177,104,63,49,44,96,146,83,103,75,2962,0,0,18,0,0,0,1064,0,443,817,342,51,173,1535,1445,"Spring Lake borough, New Jersey",34,70110
16310,4645,112,56,187,85,55,69,39,86,225,61,74,152,4501,29,0,107,0,0,176,1201,0,543,1194,465,45,213,2220,2425,"Spring Lake Heights borough, New Jersey",34,70140
16311,3411,71,44,19,64,0,15,69,22,60,49,0,31,2936,73,0,84,0,111,350,444,9,644,656,209,15,202,1566,1845,"Stanhope borough, New Jersey",34,70380
16312,318,10,0,10,0,0,10,0,0,0,0,0,9,277,19,0,0,0,0,46,39,0,79,38,0,0,0,169,149,"Stewartsville CDP, New Jersey",34,70800
16313,700,9,13,35,5,10,6,2,16,15,12,18,0,700,0,0,0,0,0,44,141,0,136,115,49,20,31,340,360,"Stockton borough, New Jersey",34,70980
16314,1013,19,26,44,48,31,15,23,30,79,40,27,30,1006,2,0,5,0,0,6,412,2,132,283,137,16,45,470,543,"Stone Harbor borough, New Jersey",34,71010
16315,7019,76,79,100,95,45,60,50,89,147,118,83,96,5727,556,0,443,0,145,294,1038,67,1531,1015,347,8,632,3254,3673,"Stratford borough, New Jersey",34,71220
16316,257,0,0,9,0,8,0,0,24,9,9,0,0,257,0,0,0,0,0,0,59,0,89,27,66,0,8,144,113,"Strathmere CDP, New Jersey",34,71250
16317,7503,66,92,169,29,67,28,93,152,131,117,40,128,6583,143,0,398,0,124,523,1112,15,969,1626,757,127,232,3765,3731,"Strathmore CDP, New Jersey",34,71280
16318,8971,63,118,234,112,130,42,196,128,249,112,65,114,7993,401,0,385,0,77,602,1563,59,1163,2133,1051,117,253,4293,4678,"Succasunna CDP, New Jersey",34,71370
16319,22155,160,287,294,167,214,126,199,250,284,272,292,325,17990,781,0,1710,0,1277,3456,2870,177,1797,5038,3168,728,1114,10873,11202,"Summit city, New Jersey",34,71430
16320,1238,23,37,77,48,46,15,33,63,74,65,31,45,1234,0,0,0,0,0,21,557,1,246,327,136,24,71,540,698,"Surf City borough, New Jersey",34,71640
16321,1872,13,16,27,0,23,12,18,45,14,20,30,28,1640,42,0,185,0,3,153,246,14,457,129,55,0,291,910,962,"Sussex borough, New Jersey",34,71670
16322,2609,20,28,5,12,23,6,10,27,21,21,49,42,1973,392,6,17,0,168,478,264,12,444,294,167,11,241,1152,1457,"Swedesboro borough, New Jersey",34,71850
16323,4,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,2,2,"Tavistock borough, New Jersey",34,72240
16324,14882,167,170,269,138,187,121,160,126,195,197,116,224,9978,342,0,3865,0,358,1632,2070,23,705,3116,2357,384,629,7301,7518,"Tenafly borough, New Jersey",34,72420
16325,1547,0,19,15,18,0,19,14,0,0,0,16,0,504,205,0,734,0,0,59,101,0,68,322,362,93,0,865,682,"Ten Mile Run CDP, New Jersey",34,72435
16326,108,0,0,0,8,0,0,0,0,0,0,2,0,100,0,0,0,0,8,40,10,0,29,5,0,0,21,54,54,"Teterboro borough, New Jersey",34,72480
16327,17902,143,265,221,214,100,433,154,292,380,362,554,1500,14190,1583,46,985,2,475,908,4618,36,2357,3819,2268,176,1229,7985,9770,"Tinton Falls borough, New Jersey",34,73020
16328,88707,1047,1344,1979,1038,944,842,1254,1498,2097,1445,1209,1886,78006,2913,72,3798,4,2027,7542,16583,597,18920,12867,5534,402,5574,42084,45087,"Toms River CDP, New Jersey",34,73110
16329,10829,170,209,231,134,72,115,145,228,196,122,169,253,9157,377,0,689,0,420,1777,2044,335,2337,1790,577,60,646,5083,5613,"Totowa borough, New Jersey",34,73140
16330,84867,665,676,870,465,268,229,761,968,954,810,502,732,33627,42838,154,1215,0,5890,30520,7900,1066,17551,4267,1725,357,22166,40916,40711,"Trenton city, New Jersey",34,74000
16331,3371,37,11,87,48,16,30,25,56,47,170,69,23,3171,64,0,105,0,0,54,619,13,740,475,104,0,222,1669,1702,"Tuckerton borough, New Jersey",34,74210
16332,3642,44,107,30,38,15,29,65,22,45,37,0,43,3280,168,0,94,0,10,127,475,10,525,732,242,53,17,1762,1857,"Turnersville CDP, New Jersey",34,74270
16333,7286,40,63,131,74,24,13,83,123,126,81,0,140,4844,1074,0,655,0,563,2163,898,84,1279,1299,598,75,563,3543,3743,"Twin Rivers CDP, New Jersey",34,74330
16334,5634,60,33,98,22,19,0,42,44,29,35,126,35,4718,523,0,168,0,156,727,543,0,1405,658,143,25,729,2325,3309,"Union Beach borough, New Jersey",34,74540
16335,69815,424,534,745,594,224,331,512,807,968,937,625,639,50319,3375,313,2856,57,10856,55564,7340,1483,14464,6581,2112,348,15954,34855,34604,"Union City city, New Jersey",34,74630
16336,11696,181,153,149,103,14,56,133,184,205,91,27,119,10238,535,10,389,0,106,764,1415,1,244,2940,2234,393,408,5645,6051,"Upper Montclair CDP, New Jersey",34,75020
16337,1586,27,20,19,11,19,11,25,53,10,33,41,12,1382,60,0,7,0,62,196,281,6,391,187,11,0,120,779,807,"Upper Pohatcong CDP, New Jersey",34,75120
16338,8339,113,138,76,88,72,46,75,79,121,91,158,12,6527,310,0,1166,0,41,537,1069,22,686,2000,779,134,67,4094,4245,"Upper Saddle River borough, New Jersey",34,75140
16339,149,0,11,0,0,0,0,0,12,0,0,22,0,149,0,0,0,0,0,39,45,12,46,12,0,0,10,71,78,"Upper Stewartsville CDP, New Jersey",34,75145
16340,10429,101,214,201,113,204,124,156,241,320,285,225,199,8620,367,0,1024,0,172,2401,2383,65,2622,1314,538,139,1318,4828,5601,"Ventnor City city, New Jersey",34,75620
16341,1731,29,17,0,18,7,0,36,20,96,9,0,0,1599,54,0,0,0,52,390,232,16,257,327,120,0,251,907,824,"Vernon Center CDP, New Jersey",34,75745
16342,1665,0,19,41,0,7,7,6,49,7,24,8,7,1641,8,0,16,0,0,86,175,0,402,191,44,6,64,873,792,"Vernon Valley CDP, New Jersey",34,75750
16343,1655,2,3,7,9,4,7,13,10,26,4,16,7,978,187,0,49,0,436,1046,108,7,438,93,11,0,413,741,914,"Victory Gardens borough, New Jersey",34,75890
16344,1844,24,21,36,57,18,16,38,0,30,45,21,17,1615,90,0,26,0,113,109,323,0,457,124,105,0,136,847,985,"Victory Lakes CDP, New Jersey",34,75920
16345,1037,0,13,0,0,0,0,0,13,0,0,0,13,938,0,0,70,0,0,199,39,0,189,111,89,0,0,448,589,"Vienna CDP, New Jersey",34,75950
16346,8895,99,205,177,155,79,88,134,151,177,211,166,100,8430,32,0,12,0,185,702,1742,51,2734,714,189,32,1499,4465,4430,"Villas CDP, New Jersey",34,76010
16347,60824,453,804,1064,661,474,481,686,988,1582,951,698,851,42385,8741,277,831,11,5632,23760,9693,1234,12252,4998,1545,166,9825,28185,31611,"Vineland city, New Jersey",34,76070
16348,2350,152,128,122,112,25,14,124,67,189,60,15,0,2124,147,0,0,0,0,249,1008,13,409,447,228,52,14,1176,1174,"Vista Center CDP, New Jersey",34,76107
16349,1413,0,0,12,0,11,0,18,8,10,14,8,0,404,500,0,381,0,116,349,81,42,167,136,132,0,204,621,792,"Voorhees CDP, New Jersey",34,76250
16350,9985,158,72,196,111,63,82,99,240,132,161,128,149,8686,189,0,819,0,118,994,1591,0,1267,2419,920,48,434,5017,4968,"Waldwick borough, New Jersey",34,76400
16351,11701,159,119,220,88,82,87,136,155,249,110,154,189,10401,431,20,672,0,82,1696,1748,93,3357,1636,662,79,1197,5648,6053,"Wallington borough, New Jersey",34,76490
16352,4720,122,113,41,35,18,19,66,31,61,17,48,52,4020,145,0,281,0,34,644,623,0,1035,914,320,41,581,2492,2228,"Wanamassa CDP, New Jersey",34,76700
16353,11782,127,231,182,242,206,93,213,210,363,262,220,246,10262,470,0,513,0,91,1143,2595,55,2757,1980,693,62,707,5617,5776,"Wanaque borough, New Jersey",34,76730
16354,1828,14,29,101,39,15,32,0,96,59,42,0,15,1828,0,0,0,0,0,55,442,17,706,230,41,0,113,995,833,"Waretown CDP, New Jersey",34,76820
16355,6517,21,23,82,64,24,47,129,41,59,62,26,85,5573,383,0,265,0,94,893,663,155,1119,772,287,55,686,3113,3404,"Washington borough, New Jersey",34,77270
16356,5961,46,145,57,56,115,79,120,86,53,124,208,174,4773,62,0,886,0,205,788,1263,89,780,924,817,202,204,2794,3092,"Watchung borough, New Jersey",34,77600
16357,2193,23,50,30,6,31,7,9,18,48,21,38,33,2017,27,0,37,0,42,46,314,1,258,515,172,44,60,1170,1023,"Wenonah borough, New Jersey",34,78110
16358,2405,15,46,18,12,0,17,15,15,18,60,42,120,2277,0,0,60,0,0,127,378,15,557,409,299,17,94,1117,1288,"West Belmar CDP, New Jersey",34,78350
16359,1051,27,24,27,16,22,15,31,6,36,25,27,22,878,49,0,62,0,2,114,278,16,175,197,110,8,138,519,522,"West Cape May borough, New Jersey",34,78530
16360,30591,166,324,482,288,207,195,282,488,466,431,400,607,26086,1064,12,1922,0,925,2324,4336,82,2365,7442,4454,671,807,14556,15821,"Westfield town, New Jersey",34,79040
16361,13703,82,124,255,199,86,153,142,270,419,129,144,185,11837,602,23,752,0,166,1577,2188,42,2003,3009,1313,73,568,6753,6863,"West Freehold CDP, New Jersey",34,79100
16362,7944,63,105,159,79,48,43,81,73,151,75,88,114,7314,293,0,62,0,112,586,1079,24,1081,972,683,49,329,3481,4463,"West Long Branch borough, New Jersey",34,79310
16363,53345,163,477,708,524,437,390,484,672,764,931,695,491,31757,1807,116,3310,103,14342,41048,6736,1355,9904,6525,2599,384,11635,26546,26766,"West New York town, New Jersey",34,79610
16364,2613,62,39,164,136,146,36,101,52,177,88,129,88,1705,119,195,573,0,21,39,1218,62,518,625,335,43,66,1275,1338,"Weston CDP, New Jersey",34,79715
16365,4223,29,18,69,9,0,16,45,42,85,91,54,75,3658,216,0,128,0,42,248,533,17,1243,343,94,0,490,1959,2264,"Westville borough, New Jersey",34,80120
16366,435,10,15,23,19,10,0,7,23,43,13,4,1,432,1,0,0,0,0,1,168,0,154,35,13,5,43,244,191,"West Wildwood borough, New Jersey",34,80210
16367,11246,54,100,175,92,132,66,254,137,188,332,133,175,8831,775,0,990,0,488,1863,1838,91,1901,2577,1076,115,885,5210,5983,"Westwood borough, New Jersey",34,80270
16368,6591,123,77,64,66,11,92,75,27,133,21,118,66,3547,71,0,662,0,2073,3327,873,58,1094,724,323,38,273,3284,3307,"Wharton borough, New Jersey",34,80390
16369,8505,124,75,56,217,137,46,71,115,261,188,109,147,7151,771,0,261,0,132,1133,1546,80,2102,1069,470,42,476,4429,4076,"White Horse CDP, New Jersey",34,80630
16370,2112,0,11,50,21,40,22,39,92,123,76,41,28,2091,0,0,21,0,0,25,543,0,597,489,95,43,114,916,1196,"White House Station CDP, New Jersey",34,80720
16371,9281,63,170,119,102,90,80,100,89,156,95,127,62,7888,471,10,476,0,210,937,1253,9,1157,2381,1006,85,246,4479,4802,"White Meadow Lake CDP, New Jersey",34,80750
16372,2264,28,0,56,28,39,28,28,43,69,92,107,11,977,1143,0,66,0,0,43,529,41,404,216,74,0,106,1022,1242,"Whitesboro CDP, New Jersey",34,80840
16373,2634,43,61,141,157,225,253,62,130,192,315,354,138,2331,74,2,185,0,23,62,2071,9,651,754,326,10,60,1128,1506,"Whittingham CDP, New Jersey",34,81042
16374,5136,68,139,130,60,68,38,142,113,90,88,54,34,4392,382,0,92,58,130,1193,1024,57,1463,398,165,17,1421,2476,2647,"Wildwood city, New Jersey",34,81170
16375,3176,106,57,149,115,54,26,111,155,186,75,102,37,3133,0,0,28,0,0,248,1173,0,773,587,234,46,135,1599,1577,"Wildwood Crest borough, New Jersey",34,81200
16376,15191,81,257,208,208,93,269,164,272,342,384,148,295,12366,2171,0,178,0,0,757,2721,34,3923,1517,718,35,1728,7422,7610,"Williamstown CDP, New Jersey",34,81380
16377,2454,31,72,27,25,44,3,29,17,50,28,11,20,1503,620,12,15,0,128,608,357,422,529,83,22,4,648,1398,1049,"Woodbine borough, New Jersey",34,81890
16378,18836,121,139,281,208,172,81,166,261,246,285,200,238,10954,2083,0,4162,0,952,4483,2398,128,3285,3101,1996,46,1392,9493,9276,"Woodbridge CDP, New Jersey",34,81950
16379,9980,154,110,104,75,32,57,93,175,135,131,145,173,5965,2724,0,93,0,562,1115,1384,135,1800,1344,540,43,1918,4638,5300,"Woodbury city, New Jersey",34,82120
16380,3008,14,51,49,18,39,25,34,63,73,21,40,47,2815,51,0,36,0,36,169,474,29,768,339,98,8,91,1500,1508,"Woodbury Heights borough, New Jersey",34,82180
16381,5868,79,57,155,95,64,26,53,59,172,89,34,89,5271,156,0,382,0,0,92,972,0,425,1636,846,101,85,2773,3006,"Woodcliff Lake borough, New Jersey",34,82300
16382,12542,108,150,233,214,304,164,163,160,417,320,105,134,9725,784,112,808,0,736,3392,2472,220,3155,1770,687,158,774,6106,6425,"Woodland Park borough, New Jersey",34,82423
16383,2950,15,0,34,25,25,6,21,24,46,0,8,7,806,943,0,350,0,829,1414,211,33,552,82,29,15,650,1523,1427,"Woodlynne borough, New Jersey",34,82450
16384,8350,117,184,97,70,76,48,74,85,158,130,109,132,6626,224,0,1158,0,140,1147,1280,22,1521,1309,708,74,514,3961,4378,"Wood-Ridge borough, New Jersey",34,82570
16385,3501,38,48,17,43,21,24,18,100,56,46,50,62,3028,312,0,0,0,3,128,523,51,471,620,233,27,411,1535,1966,"Woodstown borough, New Jersey",34,82720
16386,708,2,2,4,27,2,0,13,3,7,0,0,0,405,147,0,55,0,39,216,60,9,147,46,14,0,173,347,352,"Wrightstown borough, New Jersey",34,82960
16387,7146,138,56,84,52,79,63,78,111,145,183,12,178,6594,178,0,312,0,12,516,1179,20,1644,1166,346,0,239,3361,3785,"Yardville CDP, New Jersey",34,83170
16388,6563,54,53,75,45,44,54,31,42,36,100,57,81,6277,76,0,112,0,43,218,672,9,998,1313,426,45,197,3380,3062,"Yorketown CDP, New Jersey",34,83245
16389,9,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,"Zarephath CDP, New Jersey",34,83290
16390,9,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,9,9,0,0,9,0,0,0,0,9,"Abeytas CDP, New Mexico",35,00240
16391,259,0,0,0,0,76,0,49,0,0,0,0,0,54,0,110,0,0,95,205,125,0,125,54,0,0,0,130,129,"Abiquiu CDP, New Mexico",35,00310
16392,524,19,0,4,6,8,0,0,5,0,0,0,0,0,0,524,0,0,0,6,42,0,167,5,0,0,103,293,231,"Acomita Lake CDP, New Mexico",35,00765
16393,818,0,44,15,37,21,24,45,33,15,59,20,19,779,0,24,0,0,15,464,332,0,207,88,0,0,42,476,299,"Adelino CDP, New Mexico",35,00940
16394,2969,24,4,78,5,39,6,0,0,28,23,50,21,2589,0,305,0,0,32,2469,278,46,588,137,84,0,723,1531,1438,"Agua Fria CDP, New Mexico",35,01220
16395,202,0,0,0,4,0,0,0,51,4,0,7,0,191,0,0,0,0,11,15,66,0,52,35,51,0,64,129,73,"Alamillo CDP, New Mexico",35,01640
16396,576,6,42,49,6,7,6,5,0,0,6,14,13,15,0,561,0,0,0,22,154,32,132,20,0,0,224,300,276,"Alamo CDP, New Mexico",35,01710
16397,30963,470,320,694,557,213,268,241,556,629,637,349,409,24503,1398,522,599,48,2415,10656,5343,218,4691,2394,1573,101,5247,14346,15024,"Alamogordo city, New Mexico",35,01780
16398,556718,5531,6848,8200,5896,4395,3188,5871,8336,10415,7818,5978,6372,409542,18237,24773,15030,561,64405,270215,78848,4197,71277,71012,39737,8934,100260,269238,283904,"Albuquerque city, New Mexico",35,02000
16399,186,5,3,0,0,0,0,7,7,0,3,4,0,163,0,0,0,0,23,186,29,0,34,15,6,0,22,71,115,"Alcalde CDP, New Mexico",35,02070
16400,847,26,4,25,15,7,0,10,17,27,15,3,16,652,0,61,0,0,131,484,165,8,191,101,37,8,63,457,390,"Algodones CDP, New Mexico",35,02210
16401,743,53,29,38,26,20,0,12,30,8,12,21,0,667,0,0,13,0,15,110,249,0,46,148,166,26,79,425,318,"Angel Fire village, New Mexico",35,03400
16402,172,0,4,18,6,0,0,5,0,0,4,0,0,172,0,0,0,0,0,15,37,0,32,14,12,0,67,84,88,"Animas CDP, New Mexico",35,03750
16403,9397,94,90,139,24,79,40,58,55,68,100,61,34,8489,27,64,49,0,740,9133,842,103,1008,263,33,9,4564,4409,4975,"Anthony city, New Mexico",35,03820
16404,81,0,0,9,17,0,18,0,0,0,28,0,0,72,0,9,0,0,0,81,72,0,46,9,0,0,0,44,37,"Anton Chico CDP, New Mexico",35,03890
16405,112,0,0,0,0,9,0,0,0,0,6,6,0,0,0,112,0,0,0,0,21,0,11,18,12,0,0,46,66,"Anzac Village CDP, New Mexico",35,03970
16406,167,29,0,0,12,0,0,0,12,0,0,7,0,167,0,0,0,0,0,11,60,0,53,12,0,0,90,41,126,"Apache Creek CDP, New Mexico",35,04030
16407,22,0,14,0,0,0,0,0,0,8,0,0,0,22,0,0,0,0,0,22,22,0,8,0,0,0,0,14,8,"Aragon CDP, New Mexico",35,04450
16408,1786,16,0,81,14,0,0,0,8,16,10,22,0,1650,3,117,0,0,0,1049,167,0,248,200,107,0,516,855,931,"Arenas Valley CDP, New Mexico",35,04660
16409,83,0,0,0,0,0,0,0,0,0,22,0,0,83,0,0,0,0,0,83,22,0,39,0,0,0,0,44,39,"Arrey CDP, New Mexico",35,04870
16410,310,14,0,0,0,0,0,0,12,0,0,39,0,205,0,0,0,0,105,106,65,0,60,62,0,0,51,132,178,"Arroyo Hondo CDP, New Mexico",35,05010
16411,1302,20,54,0,91,95,0,25,15,20,0,56,0,1302,0,0,0,0,0,717,376,34,283,399,33,41,261,676,626,"Arroyo Seco CDP, New Mexico",35,05150
16412,11842,136,129,249,222,119,61,203,227,156,284,131,173,10756,187,272,156,0,416,5690,2090,101,2473,782,423,0,2338,5908,5772,"Artesia city, New Mexico",35,05220
16413,948,0,7,22,16,25,0,7,7,16,25,17,29,841,11,0,0,0,78,375,171,0,340,23,48,0,191,428,520,"Atoka CDP, New Mexico",35,05430
16414,6635,89,102,93,87,20,46,47,102,106,109,68,103,5237,26,544,9,11,541,1580,972,105,1266,289,206,45,819,3109,3442,"Aztec city, New Mexico",35,05780
16415,2571,45,41,77,27,0,48,23,58,77,88,31,52,2433,15,39,0,0,84,2058,567,4,488,184,91,0,584,1361,1210,"Bayard city, New Mexico",35,06270
16416,324,3,3,6,8,2,0,5,6,8,21,6,0,13,0,311,0,0,0,0,68,6,64,19,4,2,58,157,167,"Beclabito CDP, New Mexico",35,06425
16417,7125,52,194,104,99,62,77,71,110,141,132,11,133,5869,46,495,0,0,475,4271,1186,53,1091,261,225,55,2120,3650,3381,"Belen city, New Mexico",35,06480
16418,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,"Bent CDP, New Mexico",35,06760
16419,1590,29,10,16,0,16,0,9,0,40,31,0,0,1590,0,0,0,0,0,1550,151,29,163,33,0,0,778,684,906,"Berino CDP, New Mexico",35,06830
